Gene,PeakRatio,PeakCall,5_UTR,uORF,Structure,InitH,InitC,Length,Intron,5Speed,AvSpeed,minSpeed,tAI,3_UTR,poly_P,poly_KR
YIL052C,0.5242290748898678,False,31,0,0.4715521126760563,0.0,0.19047999999999998,121,1,0.10318000000000001,0.11846280991735537,0.15058000000000002,0.3641864855351002,114,1,3
YIL053W,0.3212669683257919,False,66,0,0.8560891514500538,62.32144000000001,0.3763,250,0,0.31310000000000004,0.14072800000000002,0.23675000000000002,0.32344701149987287,160,1,2
YIL054W,0.0,False,0,0,0.0,126.49987499999999,0.13955,105,0,0.1717,0.23452952380952377,0.33224999999999993,0.16779499485308205,0,1,1
YIL055C,1.0,False,222,1,0.0,,0.03915,627,0,0.2051,0.3017349282296651,0.5371499999999999,0.23118403481366856,108,3,3
YIL056W,0.25,False,126,0,0.0,38.21266666666667,0.03497,640,0,0.253,0.28894281250000003,0.49335000000000007,0.24928108620178444,60,2,3
YIL057C,0.0,False,87,0,0.0,,0.16415,164,0,0.1476,0.22926219512195123,0.37449999999999994,0.2817770820912635,0,2,3
YIL060W,0.0,False,0,0,0.0,,0.07733999999999999,144,0,0.3252,0.3475638888888889,0.5793999999999999,0.19968826644761412,0,2,2
YIL061C,0.0,False,16,0,0.0,43.781870000000005,0.1161,300,0,0.19180000000000003,0.24490066666666668,0.36943000000000004,0.2850538269842287,46,2,2
YIL062C,0.05538922155688623,False,38,0,0.34538727272727276,39.48002263157895,0.19075,154,0,0.14886000000000002,0.2897142857142857,0.5427000000000001,0.216997606397959,87,2,2
YIL063C,0.5471698113207547,False,30,0,0.05950388349514564,79.81773333333334,0.10786,327,0,0.2226,0.22177920489296635,0.41800000000000004,0.2589179109595098,16,1,2
YIL064W,0.0,False,96,0,0.09697076023391812,10.459316,0.07382000000000001,257,0,0.26256,0.2651486381322957,0.47714999999999996,0.2179795008524482,80,1,2
YIL065C,1.0434782608695652,True,51,0,0.07401748251748252,1.8404099999999999,0.0805,155,0,0.26030000000000003,0.30597032258064516,0.48285,0.2553195429085537,70,1,3
YIL066C,0.0,False,136,0,0.0,63.445750000000004,0.0348,869,0,0.10646,0.21088837744533948,0.40565000000000007,0.26036421012725436,0,1,2
YIL067C,0.6666666666666666,True,0,0,0.10356412729026038,6.6980925,0.04147,678,0,0.17719999999999997,0.2712176991150443,0.45264999999999994,0.21031710235006776,37,2,3
YIL068C,1.25,False,64,0,0.0,68.1381375,0.04249,805,0,0.3951,0.2504521739130435,0.4237,0.23801188456221428,9,2,3
YIL069C,1.4285714285714286,False,58,0,0.2196420722135008,0.0,0.19215,135,1,0.11616000000000001,0.11303703703703703,0.13578,0.37496415662553884,220,1,2
YIL070C,0.05660377358490566,False,34,0,0.15684204909284954,0.0,0.1578,266,0,0.15136,0.26029849624060153,0.3926,0.29799661849508247,103,2,2
YIL071C,0.6666666666666666,True,30,0,0.0,29.61564,0.04138,444,0,0.2278,0.27706486486486487,0.48555000000000004,0.21894983291097375,205,1,3
YIL072W,0.0,False,51,0,0.0,,0.0496,605,0,0.2414,0.27019272727272725,0.47430000000000005,0.244563073006856,156,1,4
YIL073C,0.0,False,0,0,0.0,,0.02096,975,1,0.21810000000000002,0.2815862564102564,0.54925,0.23757291347464388,71,2,3
YIL074C,1.0,True,121,0,0.43720631850419084,9.652499999999998,0.12317,469,0,0.2211,0.231517697228145,0.46305000000000013,0.2473881906886907,27,1,2
YIL075C,0.19672131147540983,False,53,0,0.540913688469319,9.084385999999999,0.09502000000000001,945,0,0.2682,0.235344126984127,0.45104999999999995,0.2458053278576849,159,1,3
YIL076W,0.3611111111111111,False,64,0,0.24612746016869733,168.06254862068965,0.09572,296,0,0.2596,0.2335358108108108,0.35967999999999994,0.2764438322929483,165,1,2
YIL077C,0.16666666666666666,True,43,0,0.0,28.844399999999997,0.10803,320,0,0.2367,0.25921812499999997,0.5180300000000001,0.24669162793308486,111,1,2
YIL078W,0.36227544910179643,False,40,0,0.6196028904227783,3.3157606329113922,0.11362,734,0,0.2407,0.15953160762942778,0.33454999999999996,0.30322265395338394,75,2,3
YIL079C,0.0,False,97,0,0.0,77.860765,0.05083,360,0,0.4347,0.27023555555555556,0.4250999999999999,0.21810294663937793,117,1,4
YIL082W-A,0.0,False,0,0,0.0,0.0,,1498,1,0.19330000000000003,0.26110547396528705,0.5345,0.24553252040386586,0,2,4
YIL083C,0.5,True,146,0,0.17455140186915888,14.822746153846154,0.09344,365,0,0.56556,0.2532827397260274,0.39632999999999996,0.24086435683565788,96,2,2
YIL084C,1.0,False,0,0,0.0,24.45258,0.08634,327,0,0.13740000000000002,0.22393149847094798,0.4137999999999999,0.25873094839385813,1275,2,3
YIL085C,0.3333333333333333,False,70,0,0.11015767386091128,40.37542909090909,0.0697,517,0,0.16382,0.2346588007736944,0.37334999999999996,0.23608110701782534,44,1,2
YIL087C,0.3333333333333333,False,74,0,0.1965961538461539,3.229875,0.10432000000000001,157,0,0.2103,0.2875656050955414,0.47119999999999995,0.23967640031066953,46,2,2
YIL088C,1.4615384615384615,False,50,0,0.3142042740414833,0.51084,0.07441,490,0,0.45549999999999996,0.27099428571428574,0.4470500000000001,0.21226052184041577,68,2,2
YIL089W,0.0,False,0,0,0.0,,0.06692999999999999,205,0,0.3129,0.30148682926829273,0.4227,0.22303394823656517,0,2,3
YIL090W,2.5714285714285716,False,127,0,0.27387056367432155,49.10718624999999,0.04786,491,0,0.2811,0.24690183299389,0.3485999999999999,0.22024445784659832,317,1,3
YIL091C,0.09090909090909091,False,27,0,0.0,1.06029,0.05889,721,0,0.2364,0.25034230235783633,0.44103000000000003,0.2588884542177373,61,2,5
YIL092W,0.0,False,0,0,0.0,1538.7863399999997,0.04118,633,0,0.19025999999999996,0.25864897314375984,0.4146000000000001,0.2227123823998446,0,2,4
YIL093C,0.7407407407407407,True,68,0,0.130375,0.0,0.07885,264,0,0.288,0.286744696969697,0.50003,0.27346232712641094,177,2,2
YIL094C,0.17647058823529413,False,64,1,0.417824357912179,97.3940172972973,0.11347,371,0,0.12222,0.19969380053908356,0.3116,0.28373649893506764,27,1,2
YIL095W,1.0,True,112,0,0.0,67.00546666666666,0.04192,810,0,0.2923,0.26640469135802464,0.48183,0.22809099161657811,75,3,3
YIL096C,0.4444444444444444,False,31,0,0.0,86.158545,0.08663,336,0,0.163,0.22912261904761902,0.3944500000000001,0.21299111628052303,97,1,3
YIL097W,0.5,False,88,0,0.0,25.76728,0.07936,516,0,0.45169999999999993,0.2623961240310078,0.49712999999999996,0.2470485035517772,111,1,3
YIL098C,0.12244897959183673,False,37,0,0.0,5.835342857142856,0.1779,155,0,0.19211999999999999,0.25556774193548387,0.34307999999999994,0.3309265357588504,67,1,2
YIL099W,0.0,False,65,0,0.0,,0.03042,549,0,0.16196000000000002,0.28042258652094715,0.4781000000000001,0.25212256575204783,22,1,2
YIL101C,0.75,True,114,0,0.0,14.95721,0.04662,647,0,0.2542,0.3055468315301391,0.63768,0.2493448829295175,0,3,3
YIL102C,0.0,False,0,0,0.0,,0.28217,101,0,0.1696,0.2581881188118812,0.33069999999999994,0.22912442252166784,0,1,2
YIL102C-A,6.0,False,70,1,0.0,,,75,0,0.292,0.30196,0.4873,0.199055309980029,1147,1,4
YIL103W,0.25,True,27,0,0.08934010152284265,59.25284833333334,0.09632,425,0,0.14780000000000001,0.2297905882352941,0.37060000000000004,0.24051763640792168,74,2,3
YIL104C,0.3333333333333333,False,55,0,0.0,127.61600800000001,0.06717999999999999,507,0,0.39356,0.2687506903353057,0.4250299999999999,0.24854794241951722,56,1,2
YIL105C,0.0,False,138,0,0.0,110.94019444444444,0.042769999999999996,686,0,0.2694,0.2909303206997084,0.6542999999999999,0.250721411480565,13,1,3
YIL105W-A,0.0,False,44,0,0.0,,,46,0,0.2989,0.22121739130434787,0.0,0.1828203787147366,0,1,1
YIL106W,0.07692307692307693,True,103,0,0.1778603006189213,59.99151,0.08684,314,1,0.24369999999999997,0.26444458598726117,0.4724500000000001,0.21736148691054874,83,3,2
YIL107C,1.6153846153846154,True,173,0,0.0,68.48322,0.03622,827,0,0.256,0.25147545344619104,0.42373000000000005,0.2312664170586291,38,2,3
YIL108W,0.8235294117647058,False,94,0,0.19417034154777346,14.95721,0.0748,696,0,0.3733,0.2761669540229885,0.50935,0.23432225038462887,128,2,2
YIL109C,0.6,False,89,0,0.7697849291975725,3.1040212499999997,0.06944,926,0,0.1532,0.24825205183585314,0.5076,0.2659008687911336,96,4,3
YIL110W,0.3333333333333333,False,39,0,0.03638757906843015,1.6725342857142858,0.058429999999999996,377,0,0.20780000000000004,0.2499262599469496,0.42435,0.233787092959075,566,1,2
YIL111W,0.0,True,29,0,-0.192822265625,1.686663,0.09881000000000001,151,1,0.2105,0.2809271523178808,0.3557,0.2584888724767502,114,1,2
YIL112W,0.0,False,124,0,0.0,,0.03365,1083,0,0.32839999999999997,0.24708587257617728,0.5142,0.25512654923183026,120,2,5
YIL113W,0.0,False,34,0,0.0,3.152358,0.08882000000000001,209,0,0.4043,0.3046861244019139,0.4542999999999999,0.25046913145983035,112,1,2
YIL114C,0.8421052631578947,False,63,0,0.15459505907626211,3.61746,0.07399,281,0,0.2606,0.2678718861209964,0.49115000000000003,0.2542590757071847,68,1,2
YIL115C,0.625,True,162,0,0.15680052436093514,24.513700000000004,0.01891,1460,0,0.28829999999999995,0.268386301369863,0.49605000000000005,0.2389836192193673,32,2,3
YIL116W,0.75,True,34,0,0.18758477237048668,3.17196,0.09681000000000001,385,0,0.10851999999999999,0.21823064935064934,0.3217,0.26087616452641077,95,2,2
YIL117C,0.35714285714285715,False,152,0,0.1723080985915493,1.6038000000000001,0.08592000000000001,318,0,0.21856,0.3149704402515723,0.51088,0.20917100479349005,84,2,3
YIL118W,0.7202072538860104,False,159,0,0.38259498956158666,12.5744325,0.14017000000000002,231,0,0.41800000000000004,0.21282857142857145,0.30683,0.23024760378968967,157,1,2
YIL119C,2.0,True,116,1,0.0,74.84795000000001,0.05004,407,0,0.1649,0.2609115479115479,0.44882999999999995,0.2431335803372377,234,2,4
YIL120W,1.0,False,0,0,0.0,,0.02002,563,0,0.20800000000000002,0.27663019538188277,0.46900000000000003,0.2235721711254766,127,1,2
YIL121W,0.0,False,46,0,0.2467119476268413,56.83023333333334,0.04308,542,0,0.4081,0.2583254612546126,0.4461500000000001,0.2226191455829353,158,2,4
YIL122W,0.5833333333333334,False,257,0,0.0,82.51270000000001,0.06268,351,0,0.27856000000000003,0.33959658119658115,0.60185,0.22261450471605518,0,3,4
YIL123W,9.0,False,490,0,0.7413289333333334,18.202748,0.16014,476,0,0.21100000000000002,0.18188487394957983,0.29815,0.28062970595894426,332,1,2
YIL124W,0.6285714285714286,False,136,0,0.3627978927203066,7.51570909090909,0.13752,297,0,0.5517,0.24558451178451182,0.37839999999999996,0.24745502867831382,102,1,2
YIL125W,0.7741935483870968,False,226,0,0.17262584407612033,98.56676666666665,0.09932,1014,0,0.36719999999999997,0.22321637080867848,0.4447,0.25505944725629304,154,2,3
YIL126W,2.2962962962962963,False,71,0,0.0,0.0,0.02494,1359,0,0.33829999999999993,0.22855099337748344,0.43274999999999986,0.2884505470890522,130,3,4
YIL127C,0.375,False,28,0,0.0,18.13664,0.11142,206,0,0.3819,0.2627242718446602,0.40854999999999997,0.2775629958494582,62,1,4
YIL128W,0.875,False,0,0,0.0,158.70109499999998,0.0595,1032,0,0.3054,0.25411782945736433,0.4519,0.2561540928043014,0,2,3
YIL129C,0.0,False,228,1,0.0,1.3392888888888888,,2376,0,0.43835999999999997,0.26225521885521885,0.44719999999999993,0.2401182588491382,113,2,3
YIL130W,1.8421052631578947,True,137,0,0.0,289.273348,0.02582,964,0,0.24699999999999997,0.2596813278008299,0.46069999999999994,0.2300780530931964,103,2,4
YIL131C,0.8194444444444444,False,74,0,0.19754343373493977,107.70066666666665,0.059079999999999994,484,0,0.17959999999999998,0.2729074380165289,0.47555000000000003,0.22716259606075806,131,2,2
YIL132C,0.0,False,14,0,0.0,1.55034,0.057710000000000004,213,0,0.14140000000000003,0.2707427230046948,0.3922,0.24085344243565976,42,2,4
YIL133C,0.5812356979405034,False,38,0,0.24400139470013948,0.0,0.13932,199,1,0.136,0.13739497487437186,0.18808000000000002,0.3397964025710536,121,3,4
YIL134C-A,0.0,False,0,0,0.0,,,67,0,0.1429,0.23580597014925372,0.33455,0.21911178202203396,0,1,2
YIL134W,1.0,True,48,0,0.06752256944444444,,0.04353,311,0,0.4072,0.26450032154340836,0.38465,0.22132225702360264,179,1,4
YIL135C,0.6666666666666666,False,98,1,0.36625576796308507,89.29953666666668,0.06671,436,0,0.1773,0.314695871559633,0.5584,0.2415563299301955,118,2,2
YIL136W,0.13793103448275862,False,113,0,0.0,65.706354,0.07331,393,0,0.35626,0.25275419847328245,0.41615,0.30742036979952364,85,2,3
YIL137C,0.8571428571428571,True,393,0,0.20928872999659517,126.88385999999998,0.08261,946,0,0.19029999999999997,0.24812832980972516,0.5115999999999998,0.253494312861559,46,2,3
YIL138C,0.23404255319148937,False,22,0,0.2899372738238842,139.167912,0.18175999999999998,161,0,0.2153,0.21339378881987578,0.36163,0.37451580534456314,322,0,2
YIL139C,0.0,False,342,0,0.0,,0.10951,245,0,0.29936,0.24596897959183672,0.46925,0.2675675267003179,89,2,2
YIL140W,0.7142857142857143,False,0,0,0.3334085760517799,26.843199999999996,0.12485,823,0,0.5075,0.2653185905224788,0.54765,0.24888535281665938,0,2,4
YIL142W,0.34615384615384615,False,32,0,0.5246623931623932,,0.14384,527,0,0.529,0.22538595825426946,0.38272999999999996,0.256653594394546,59,1,2
YIL143C,0.0,False,33,0,0.18785133136094675,1080.1556333333335,0.06766,843,0,0.21790000000000004,0.23666548042704627,0.49085,0.25007785454271414,139,2,3
YIL144W,0.6666666666666666,True,443,0,0.0,59.184090000000005,0.04504,691,0,0.27080000000000004,0.24073111432706223,0.39575,0.26486364735065476,2,1,3
YIL145C,0.08333333333333333,False,73,0,0.43797854406130277,0.0,0.06749,309,0,0.11810000000000001,0.2869106796116505,0.45105000000000006,0.24934895256506948,331,1,2
YIL146C,2.0,False,350,0,0.0,8.47638,0.03628,529,0,0.15830000000000002,0.27809527410207935,0.5086999999999999,0.24546935664132352,28,2,4
YIL147C,1.0,False,226,0,0.0,28.083092499999996,0.02306,1220,0,0.2193,0.26142737704918034,0.48729999999999996,0.22764465209157062,619,2,2
YIL148W,0.1836734693877551,False,67,0,0.5054625267665953,0.0,0.17997,128,1,0.11500000000000002,0.12594375000000002,0.19025,0.36655527266520416,104,2,4
YIL149C,0.7692307692307693,False,48,0,0.0,90.24682800000001,0.015130000000000001,1679,0,0.27249999999999996,0.24599737939249555,0.5172000000000001,0.288554952363645,71,1,3
YIL150C,0.42857142857142855,False,0,0,0.0,53.74957499999999,0.0605,571,0,0.2021,0.26098108581436075,0.42655000000000004,0.23769132491922582,0,2,4
YIL151C,0.6,True,101,0,0.0,56.3848425,0.020880000000000003,1118,0,0.1945,0.25130304114490165,0.54513,0.2322391312250147,63,3,3
YIL152W,0.0,False,38,0,0.1044632768361582,,0.2374,235,0,0.33975999999999995,0.34747148936170213,0.6975999999999998,0.24318255378793738,139,2,3
YIL153W,0.06666666666666667,False,54,0,0.36860797101449283,56.53433499999999,0.04886,393,0,0.24339999999999998,0.30723715012722647,0.55655,0.256478585509237,37,3,2
YIL154C,0.015873015873015872,False,23,0,0.246511690647482,0.0,0.10253,346,0,0.39390000000000003,0.3169271676300578,0.5058,0.29514265513611304,52,1,4
YIL155C,0.3333333333333333,True,44,0,0.0,21.156656666666663,0.07735,649,0,0.33808000000000005,0.23456055469953777,0.3995,0.27331801311236137,310,2,3
YIL156W,0.0,False,271,0,0.0,24.501563333333333,,1071,0,0.1807,0.28327488328664796,0.7292,0.24043665334224232,201,6,4
YIL156W-B,0.04,False,8,0,0.11484713375796182,,,73,1,0.4465,0.31403561643835615,0.46125,0.26039441272221564,92,1,2
YIL157C,0.07142857142857142,False,62,0,0.15143028846153847,3.0227733333333333,0.11946,197,0,0.26426000000000005,0.2149350253807107,0.3208,0.29373519519574054,176,1,4
YIL158W,0.0,False,31,0,0.2735618279569893,0.5781017647058824,0.08476,204,0,0.2905,0.26453921568627453,0.40353000000000006,0.25506935681087706,98,1,2
YIL159W,0.0,False,0,0,0.0,515.5806366666667,0.01924,1375,0,0.1364,0.2595877818181819,0.5892000000000002,0.2356465134948333,44,11,4
YIL160C,0.0,False,35,0,0.0,179.98795,0.032,417,0,0.16266,0.24633621103117506,0.49829999999999997,0.24113523841608814,0,2,3
YIL161W,0.0,False,160,0,0.0,34.792159999999996,0.07848,235,0,0.2894,0.2114757446808511,0.2899300000000001,0.27902891735559554,35,1,4
YIL162W,0.0,False,218,1,0.28892911668484184,1.66951125,0.13366,532,0,0.2493,0.19634548872180452,0.32253,0.2685556863728899,17,1,2
YIL163C,0.0,False,0,0,0.0,,,117,0,0.30579999999999996,0.2763623931623932,0.39949999999999997,0.20466149442288262,0,2,3
YIL164C,1.5,False,30,0,0.002975000000000012,,0.08118,199,0,0.1628,0.2393979899497487,0.38614999999999994,0.24665108477390343,0,1,2
YIL165C,0.0,False,0,0,0.0,54.928368,0.31942,119,0,0.18450000000000003,0.24529915966386556,0.35295,0.26417474503042876,109,1,3
YIL166C,0.0,False,0,0,0.0,,0.021490000000000002,542,0,0.20659999999999998,0.2509712177121772,0.41783000000000003,0.24194174429209273,101,1,2
YIL167W,1.0,True,0,0,0.0,0.0,,337,0,0.24250000000000002,,0.42683,0.20587308387385214,0,1,2
YIL169C,0.3333333333333333,False,0,0,0.0,,0.02226,995,0,0.1363,0.23638010050251257,0.43000000000000005,0.23320201484345648,0,1,2
YIL172C,0.0,False,0,0,0.0,27.725599999999996,0.03841,589,0,0.1984,0.21883497453310696,0.36255,0.27712317138461523,0,2,2
YIL173W,0.0,False,0,0,0.0,1.19394,0.0225,1549,0,0.19280000000000003,0.24196462233699162,0.46044999999999997,0.221439077334667,0,2,4
YIL176C,0.0,False,0,0,0.0,,0.20387,120,0,0.19170000000000004,0.155645,0.19215000000000002,0.3220109059322264,0,1,1
YIL177C,0.0,False,0,0,0.0,,,1758,1,0.15739999999999998,0.27807997724687145,0.49224999999999997,0.23447574221861045,0,2,3
YIR001C,0.8333333333333334,True,76,0,0.0,15.508095,0.09226000000000001,250,0,0.3045,0.24751439999999997,0.44489999999999996,0.2595888335985845,223,2,3
YIR002C,0.5,False,65,0,0.0,3.0769200000000003,0.03196,993,0,0.23199999999999998,0.23707713997985902,0.45858,0.24317699231167725,110,1,5
YIR003W,0.125,False,43,0,0.0,45.70471,0.0603,679,0,0.4478,0.29423681885125186,0.48450000000000015,0.2747308705206439,72,3,3
YIR004W,0.3,False,110,0,0.0,28.28387625,0.07918,432,0,0.1991,0.254975462962963,0.4072,0.2782004335192847,110,1,4
YIR005W,0.0,False,84,0,0.0,1.379268,0.34692,148,0,0.2186,0.2637675675675676,0.40325,0.21236622519036105,445,1,2
YIR006C,4.357142857142857,True,48,0,0.2628469409971696,2598.1460049999996,0.02203,1480,0,0.3604,0.2914381081081081,0.64005,0.25506150496040736,102,5,3
YIR007W,0.0,False,0,0,0.0,7.683886666666668,0.053439999999999994,764,0,0.2989,0.26859973821989525,0.4497999999999999,0.22666238959479681,0,3,2
YIR008C,0.25,True,14,0,0.08712286158631417,3.81216,0.09519,409,0,0.31500000000000006,0.2571955990220049,0.47830000000000006,0.25059370703580974,42,2,2
YIR009W,0.36363636363636365,False,50,0,0.0010301953818827837,325.77909,0.41508999999999996,111,0,0.3514,0.28804144144144145,0.3724,0.2542038023132464,177,1,3
YIR010W,0.2222222222222222,False,69,0,0.0,132.80200499999998,0.04778,576,0,0.2824,0.2740434027777778,0.5275,0.2612463833794048,128,2,3
YIR011C,0.0,False,16,0,0.18773283160865475,457.2202988888888,0.1084,319,0,0.2189,0.2921661442006269,0.55238,0.248358273782482,94,2,3
YIR012W,0.12380952380952381,False,11,0,0.1827185483870968,4.4635387500000006,0.10312,431,0,0.291,0.26598468677494197,0.42335,0.2383370243319333,1173,2,3
YIR013C,0.0,False,576,1,0.0,,,121,0,0.29850000000000004,0.254500826446281,0.44880000000000003,0.284070676478188,174,1,3
YIR014W,0.0,False,22,0,0.0,,0.11775999999999999,242,0,0.1504,0.36075950413223146,0.54875,0.2127848298667111,0,1,2
YIR015W,0.0,False,0,0,0.087,166.62566,0.11814000000000001,144,0,0.186,0.28244444444444444,0.34779999999999994,0.23064661211062865,0,3,2
YIR016W,3.5,False,50,0,0.3025632432432433,3.0908789999999997,0.055279999999999996,265,0,0.2299,0.29084226415094344,0.4908,0.231457982086743,78,1,2
YIR017C,0.1,False,0,0,0.0,140.362875,0.12147999999999999,187,0,0.1293,0.2970716577540107,0.517,0.2988438950076801,125,1,4
YIR018C-A,0.0,True,823,0,0.0,,,45,0,0.2672,0.26980000000000004,0.0,0.18907595296873794,0,1,6
YIR018W,0.5,True,79,0,0.12898230088495577,0.297,0.052739999999999995,245,0,0.4234,0.28944244897959187,0.4105499999999999,0.24621024856323462,144,2,4
YIR019C,0.0,False,17,0,0.0,,,1367,0,0.30626000000000003,0.23666510607168983,0.46295000000000003,0.2998098849967534,0,2,3
YIR020C,0.0,False,757,0,0.0,,0.46313000000000004,100,0,0.19556,0.283418,0.37263,0.2020964821948398,0,1,3
YIR021W,0.5,True,0,0,0.05963820422535212,158.81489749999997,0.08048,363,0,0.39049999999999996,0.27483471074380167,0.44159999999999994,0.23821907938114043,44,1,2
YIR021W-A,0.0,False,0,0,0.0,,,70,0,0.3021,0.26099428571428573,0.32369999999999993,0.23256005976270006,0,1,2
YIR022W,0.8181818181818182,False,42,0,0.1831864686468647,41.6680075,0.09994,167,0,0.28876,0.22613652694610778,0.2880999999999999,0.26776437194535857,102,1,2
YIR023W,0.0,False,20,0,0.0,1.31571,0.03393,970,0,0.30999999999999994,0.2924049484536082,0.6840499999999999,0.2261539439491072,36,2,3
YIR024C,0.75,False,25,0,0.0,2.0765249999999997,0.11101,216,0,0.19672,0.245,0.4845499999999999,0.26268820764436634,54,1,3
YIR025W,0.625,False,17,0,0.0,,0.1004,368,0,0.31706,0.27999510869565214,0.44420000000000004,0.2335329677250941,0,1,4
YIR026C,0.14444444444444443,False,28,0,0.12471332774518024,60.1183,0.10948,364,0,0.38869999999999993,0.25834230769230765,0.4524800000000001,0.2653300147332744,70,2,4
YIR027C,0.0,False,0,0,0.0,11.87703,0.04333,460,0,0.2113,0.2615673913043478,0.42335,0.25707363997480737,0,2,2
YIR028W,0.0,False,0,0,0.0,,0.11734000000000001,635,0,0.1902,0.24353669291338584,0.4400500000000001,0.21311942684115925,0,1,2
YIR029W,0.0,False,84,0,0.0,,0.05744,343,0,0.2752,0.25555860058309043,0.4323499999999999,0.24832581443718882,73,2,2
YIR030C,1.0,False,20,0,0.0,,0.08929,244,0,0.34106000000000003,0.3004172131147541,0.54115,0.22824511693809396,29,2,2
YIR031C,0.14285714285714285,False,75,1,0.0,,0.024919999999999998,554,0,0.22729999999999997,0.22446642599277977,0.3212,0.26113573031369786,33,2,2
YIR032C,0.0,False,11,0,0.0,,0.054310000000000004,195,0,0.3082,0.29861128205128207,0.46508000000000005,0.24103521318249546,0,1,1
YIR033W,0.6666666666666666,False,48,0,0.0,32.62075555555555,0.04685,1113,0,0.43520000000000003,0.25281275831087147,0.5255,0.23166637347811925,1288,2,3
YIR034C,0.16666666666666666,True,36,0,0.2949805907172996,0.0,0.14565,373,0,0.19636,0.24504182305630026,0.40780000000000005,0.2564837129347655,27,1,2
YIR035C,0.6923076923076923,False,41,0,0.21377922077922076,0.0,0.09846,254,0,0.1416,0.22933149606299214,0.3113,0.27334704621593786,41,1,2
YIR036C,0.26666666666666666,False,34,0,0.3018817204301075,29.052146666666673,0.08252999999999999,263,0,0.1332,0.28286387832699617,0.4771000000000001,0.2710840983030659,45,1,1
YIR037W,0.46153846153846156,False,61,0,0.4224414285714286,15.142571250000001,0.16534000000000001,163,0,0.3546,0.22019141104294476,0.31689999999999996,0.3026317548582453,92,1,2
YIR038C,0.21428571428571427,False,26,0,0.13082850241545896,37.17708,0.11334000000000001,234,0,0.25010000000000004,0.2412572649572649,0.40508,0.2712244976564354,97,2,3
YIR039C,0.0,False,152,0,0.0,,0.04767,537,0,0.24570000000000008,0.27531322160148974,0.4593000000000001,0.21935080787212255,132,2,2
YIR041W,0.0,False,0,0,0.0,,0.29269,124,0,0.19170000000000004,0.14881451612903226,0.20805,0.3176131064008129,0,1,1
YIR042C,1.0,False,54,0,0.0,,0.06316000000000001,236,0,0.1951,0.2334542372881356,0.33155999999999997,0.24651820071439384,73,1,2
YIR043C,0.0,False,0,0,0.0,0.0,,377,0,0.1956,,0.4191,0.24104860773079048,0,1,3
YJL001W,0.234375,False,145,0,0.39270622665006233,79.287972,0.1293,215,1,0.1689,0.23876186046511627,0.36300000000000004,0.22439638865354944,142,1,2
YJL002C,0.4166666666666667,False,52,0,0.5337113402061857,36.904511538461534,0.09437000000000001,476,0,0.3045,0.2500609243697479,0.36819999999999997,0.2561177230142861,80,2,2
YJL003W,0.8333333333333334,True,100,0,0.0,326.35718333333335,0.66462,118,0,0.3227,0.2790440677966102,0.40775999999999996,0.23572719499415173,200,1,2
YJL004C,0.0,False,396,0,0.0680361581920904,7.782399999999999,0.06832,203,0,0.37846,0.29115960591133005,0.44250000000000006,0.19966396988053522,265,1,2
YJL005W,10.571428571428571,False,156,0,0.1295415503875969,16.764988,0.027719999999999998,2026,0,0.4588,0.27292152023692007,0.5309999999999999,0.22442169385774985,213,2,4
YJL006C,0.6,True,30,0,0.0,64.11545000000001,0.12379000000000001,323,0,0.3957,0.25534303405572756,0.37223000000000006,0.23100231194365956,55,1,3
YJL008C,0.8378378378378378,False,26,0,0.4102397098334229,0.7033658823529412,0.1332,568,0,0.31595999999999996,0.22272429577464792,0.4130999999999999,0.26167924462062697,128,1,2
YJL010C,0.3076923076923077,False,22,0,0.0,4.533705,0.10578,666,0,0.12158000000000002,0.2423597597597598,0.4224,0.28754433361258924,61,1,3
YJL011C,0.35714285714285715,False,72,0,-0.020517503805175034,4.141738,0.23671999999999999,161,0,0.2822,0.2576496894409938,0.3646999999999999,0.22572585224651312,126,1,2
YJL012C,0.058823529411764705,False,32,0,0.4446389581478184,,0.12607000000000002,721,0,0.19429999999999997,0.21415783633841887,0.36130000000000007,0.272787912874934,48,2,3
YJL013C,0.0,False,100,0,0.0,307.7586,0.07583,515,0,0.14229999999999998,0.26738563106796115,0.47380000000000005,0.25410090561645776,249,2,3
YJL014W,0.15609756097560976,False,32,0,0.3739039226833429,1.6873312499999997,0.14015999999999998,534,0,0.2757,0.22510449438202246,0.36405999999999994,0.258589999022427,122,1,2
YJL016W,1.0909090909090908,False,389,1,0.0941886446886447,90.07885714285713,0.24577,561,0,0.3331,0.26106345811051695,0.4192,0.22017485141505258,109,2,2
YJL019W,0.0,False,102,0,0.0,,0.08046,682,0,0.3183,0.2885780058651026,0.7755500000000001,0.25530561883609193,4,2,3
YJL020C,0.6551724137931034,True,74,0,0.22551852861035424,,0.0593,1157,0,0.3646,0.29719896283491787,0.7323000000000001,0.26800950889418834,122,3,3
YJL023C,1.0,False,0,0,0.0,15.6468125,0.26193,347,0,0.4596,0.24275965417867434,0.4136,0.2216395330710144,95,1,2
YJL024C,0.3684210526315789,False,22,0,0.06687727825030379,2.136306666666667,0.15123,194,1,0.24950000000000006,0.2332979381443299,0.32065,0.24774987655625993,219,2,2
YJL025W,1.0,False,0,0,0.0,423.12956666666673,0.032010000000000004,514,0,0.24466000000000002,0.2697112840466926,0.46510000000000007,0.22561444060636923,841,2,3
