#bin	name	chrom	strand	txStart	txEnd	cdsStart	cdsEnd	exonCount	exonStarts	exonEnds	proteinID
589	YOR130C	chrxv	-	569928	570807	569928	570807	1	569928,	570807,	ORT1
589	YOR171C	chrxv	-	652009	653884	652009	653884	1	652009,	653884,	LCB4
589	YOR140W	chrxv	+	586980	589281	586980	589281	1	586980,	589281,	SFL1
589	YOR147W	chrxv	+	606606	608475	606606	608475	1	606606,	608475,	MDM32
589	YOR129C	chrxv	-	566876	569558	566876	569558	1	566876,	569558,	AFI1
589	YOR135C	chrxv	-	580158	580500	580158	580500	1	580158,	580500,	IRC14
589	YOR119C	chrxv	-	548791	550246	548791	550246	1	548791,	550246,	RIO1
589	YOR157C	chrxv	-	630965	631751	630965	631751	1	630965,	631751,	PUP1
589	YOR127W	chrxv	+	561169	564193	561169	564193	1	561169,	564193,	RGA1
589	YOR161C	chrxv	-	636938	638558	636938	638558	1	636938,	638558,	PNS1
589	YOR142W-B	chrxv	+	595111	600380	595111	600380	2	595111,596417,	596416,600380,	YOR142W-B_CDS
589	YOR142W-A	chrxv	+	595111	596434	595111	596434	1	595111,	596434,	YOR142W-A_CDS
589	YOR112W	chrxv	+	531507	533793	531507	533793	1	531507,	533793,	CEX1
589	YOR159C	chrxv	-	633281	633566	633281	633566	1	633281,	633566,	SME1
589	YOR122C	chrxv	-	552297	552887	552297	552887	2	552297,552874,	552665,552887,	PFY1
589	YOR138C	chrxv	-	584308	586324	584308	586324	1	584308,	586324,	RUP1
589	YOR109W	chrxv	+	525277	528601	525277	528601	1	525277,	528601,	INP53
589	YOR131C	chrxv	-	572181	572838	572181	572838	1	572181,	572838,	YOR131C
589	YOR164C	chrxv	-	643393	644332	643393	644332	1	643393,	644332,	GET4
589	YOR143C	chrxv	-	601382	602342	601382	602342	1	601382,	602342,	THI80
589	YOR153W	chrxv	+	619839	624375	619839	624375	1	619839,	624375,	PDR5
589	YOR154W	chrxv	+	624728	626492	624728	626492	1	624728,	626492,	SLP1
589	YOR161C-C	chrxv	-	639120	639267	639120	639267	1	639120,	639267,	YOR161C-C
589	YOR161W-B	chrxv	+	637974	638235	637974	638235	1	637974,	638235,	YOR161W-B
589	YOR136W	chrxv	+	580249	581359	580249	581359	1	580249,	581359,	IDH2
589	YOR116C	chrxv	-	539762	544145	539762	544145	1	539762,	544145,	RPO31
589	YOR126C	chrxv	-	559960	560677	559960	560677	1	559960,	560677,	IAH1
589	YOR169C	chrxv	-	651375	651840	651375	651840	1	651375,	651840,	YOR169C
589	YOR150W	chrxv	+	611998	612490	611998	612490	1	611998,	612490,	MRPL23
589	YOR160W	chrxv	+	633838	636757	633838	636757	1	633838,	636757,	MTR10
589	YOR121C	chrxv	-	551797	552103	551797	552103	1	551797,	552103,	YOR121C
589	YOR161W-A	chrxv	+	637573	637654	637573	637654	1	637573,	637654,	YOR161W-A
589	YOR146W	chrxv	+	605872	606178	605872	606178	1	605872,	606178,	YOR146W
589	YOR113W	chrxv	+	534074	536819	534074	536819	1	534074,	536819,	AZF1
589	YOR128C	chrxv	-	564475	566191	564475	566191	1	564475,	566191,	ADE2
589	YOR132W	chrxv	+	573174	574830	573174	574830	1	573174,	574830,	VPS17
589	YOR142W	chrxv	+	593056	594046	593056	594046	1	593056,	594046,	LSC1
589	YOR149C	chrxv	-	609837	611388	609837	611388	1	609837,	611388,	SMP3
589	YOR155C	chrxv	-	626627	627980	626627	627980	1	626627,	627980,	ISN1
589	YOR117W	chrxv	+	545028	546333	545028	546333	1	545028,	546333,	RPT5
589	YOR137C	chrxv	-	581812	583681	581812	583681	1	581812,	583681,	SIA1
589	YOR125C	chrxv	-	559029	559731	559029	559731	1	559029,	559731,	CAT5
589	YOR139C	chrxv	-	586949	587342	586949	587342	1	586949,	587342,	YOR139C
589	YOR167C	chrxv	-	648803	649007	648803	649007	1	648803,	649007,	RPS28A
590	YOR175C	chrxv	-	659814	661674	659814	661674	1	659814,	661674,	ALE1
590	YOR185C	chrxv	-	681443	682106	681443	682106	1	681443,	682106,	GSP2
590	YOR232W	chrxv	+	774572	775259	774572	775259	1	774572,	775259,	MGE1
590	YOR215C	chrxv	-	746724	747282	746724	747282	1	746724,	747282,	AIM41
590	YOR225W	chrxv	+	761391	761721	761391	761721	1	761391,	761721,	YOR225W
590	YOR202W	chrxv	+	721945	722608	721945	722608	1	721945,	722608,	HIS3
590	YOR226C	chrxv	-	761613	762084	761613	762084	1	761613,	762084,	ISU2
590	YOR210W	chrxv	+	738319	738532	738319	738532	1	738319,	738532,	RPB10
590	YOR206W	chrxv	+	727511	729644	727511	729644	1	727511,	729644,	NOC2
590	YOR221C	chrxv	-	756475	757558	756475	757558	1	756475,	757558,	MCT1
590	YOR198C	chrxv	-	718652	720065	718652	720065	1	718652,	720065,	BFR1
590	YOR180C	chrxv	-	674351	675167	674351	675167	1	674351,	675167,	DCI1
590	YOR196C	chrxv	-	715592	716837	715592	716837	1	715592,	716837,	LIP5
590	YOR231W	chrxv	+	772600	774127	772600	774127	1	772600,	774127,	MKK1
590	YOR208W	chrxv	+	733924	736177	733924	736177	1	733924,	736177,	PTP2
590	YOR222W	chrxv	+	758329	759253	758329	759253	1	758329,	759253,	ODC2
590	YOR213C	chrxv	-	744534	745281	744534	745281	1	744534,	745281,	SAS5
590	YOR174W	chrxv	+	658746	659601	658746	659601	1	658746,	659601,	MED4
590	YOR193W	chrxv	+	710445	711576	710445	711576	1	710445,	711576,	PEX27
590	YOR183W	chrxv	+	678871	679261	678871	679261	1	678871,	679261,	FYV12
590	YOR184W	chrxv	+	679356	680544	679356	680544	1	679356,	680544,	SER1
590	YOR203W	chrxv	+	722564	722918	722564	722918	1	722564,	722918,	YOR203W
590	YOR235W	chrxv	+	779869	780184	779869	780184	1	779869,	780184,	IRC13
590	YOR236W	chrxv	+	780905	781541	780905	781541	1	780905,	781541,	DFR1
590	YOR227W	chrxv	+	762824	766565	762824	766565	1	762824,	766565,	HER1
590	YOR178C	chrxv	-	667859	670241	667859	670241	1	667859,	670241,	GAC1
590	YOR187W	chrxv	+	684029	685343	684029	685343	1	684029,	685343,	TUF1
590	YOR197W	chrxv	+	717085	718384	717085	718384	1	717085,	718384,	MCA1
590	YOR209C	chrxv	-	736436	737726	736436	737726	1	736436,	737726,	NPT1
590	YOR207C	chrxv	-	730007	733457	730007	733457	1	730007,	733457,	RET1
590	YOR217W	chrxv	+	749300	751886	749300	751886	1	749300,	751886,	RFC1
590	YOR200W	chrxv	+	720416	720815	720416	720815	1	720416,	720815,	YOR200W
590	YOR190W	chrxv	+	690694	692032	690694	692032	1	690694,	692032,	SPR1
590	YOR199W	chrxv	+	720180	720510	720180	720510	1	720180,	720510,	YOR199W
590	YOR204W	chrxv	+	722910	724725	722910	724725	1	722910,	724725,	DED1
590	YOR219C	chrxv	-	752213	755009	752213	755009	1	752213,	755009,	STE13
590	YOR234C	chrxv	-	778554	779405	778554	779405	2	778554,779386,	778859,779405,	RPL33B
590	YOR192C	chrxv	-	698767	700567	698767	700567	1	698767,	700567,	THI72
590	YOR223W	chrxv	+	759781	760660	759781	760660	1	759781,	760660,	DSC3
590	YOR212W	chrxv	+	742909	744181	742909	744181	1	742909,	744181,	STE4
590	YOR228C	chrxv	-	766868	767777	766868	767777	1	766868,	767777,	MCP1
590	YOR179C	chrxv	-	671844	672411	671844	672411	1	671844,	672411,	SYC1
590	YOR176W	chrxv	+	662400	663582	662400	663582	1	662400,	663582,	HEM15
590	YOR182C	chrxv	-	678190	678793	678190	678793	2	678190,678790,	678379,678793,	RPS30B
590	YOR194C	chrxv	-	711682	712543	711682	712543	1	711682,	712543,	TOA1
590	YOR192C-C	chrxv	-	703987	704224	703987	704224	1	703987,	704224,	YOR192C-C
590	YOR192C-B	chrxv	-	704418	709732	704418	709732	2	704418,708439,	708438,709732,	YOR192C-B_CDS
590	YOR192C-A	chrxv	-	708415	709732	708415	709732	1	708415,	709732,	YOR192C-A_CDS
590	YOR189W	chrxv	+	689623	689974	689623	689974	1	689623,	689974,	IES4
590	YOR216C	chrxv	-	747524	748979	747524	748979	1	747524,	748979,	RUD3
590	YOR201C	chrxv	-	720469	721708	720469	721708	1	720469,	721708,	MRM1
590	YOR230W	chrxv	+	770799	772113	770799	772113	1	770799,	772113,	WTM1
590	YOR224C	chrxv	-	760824	761265	760824	761265	1	760824,	761265,	RPB8
590	YOR186C-A	chrxv	-	683328	683538	683328	683538	1	683328,	683538,	YOR186C-A
590	YOR191W	chrxv	+	692474	697334	692474	697334	1	692474,	697334,	ULS1
590	YOR186W	chrxv	+	683110	683545	683110	683545	1	683110,	683545,	YOR186W
590	YOR238W	chrxv	+	783676	784588	783676	784588	1	783676,	784588,	YOR238W
590	YOR233W	chrxv	+	775845	778248	775845	778248	1	775845,	778248,	KIN4
590	YOR220W	chrxv	+	755327	756125	755327	756125	1	755327,	756125,	RCN2
590	YOR229W	chrxv	+	768408	769812	768408	769812	1	768408,	769812,	WTM2
590	YOR211C	chrxv	-	738923	741569	738923	741569	1	738923,	741569,	MGM1
590	YOR173W	chrxv	+	657263	658325	657263	658325	1	657263,	658325,	DCS2
590	YOR214C	chrxv	-	745592	746303	745592	746303	1	745592,	746303,	SPR2
590	YOR195W	chrxv	+	712865	715331	712865	715331	1	712865,	715331,	SLK19
590	YOR237W	chrxv	+	781993	783298	781993	783298	1	781993,	783298,	HES1
590	YOR181W	chrxv	+	675938	677840	675938	677840	1	675938,	677840,	LAS17
590	YOR188W	chrxv	+	685766	689180	685766	689180	1	685766,	689180,	MSB1
590	YOR205C	chrxv	-	725563	727234	725563	727234	1	725563,	727234,	GEP3
590	YOR231C-A	chrxv	-	773162	773363	773162	773363	1	773162,	773363,	YOR231C-A
590	YOR218C	chrxv	-	751475	751895	751475	751895	1	751475,	751895,	YOR218C
590	YOR177C	chrxv	-	665784	667179	665784	667179	1	665784,	667179,	MPC54
591	YOR243C	chrxv	-	790210	792241	790210	792241	1	790210,	792241,	PUS7
591	YOR305W	chrxv	+	889021	889750	889021	889750	1	889021,	889750,	RRG7
591	YOR244W	chrxv	+	792530	793868	792530	793868	1	792530,	793868,	ESA1
591	YOR309C	chrxv	-	896697	897078	896697	897078	1	896697,	897078,	YOR309C
591	YOR262W	chrxv	+	817291	818335	817291	818335	1	817291,	818335,	GPN2
591	YOR300W	chrxv	+	880574	880883	880574	880883	1	880574,	880883,	YOR300W
591	YOR284W	chrxv	+	848477	849209	848477	849209	1	848477,	849209,	HUA2
591	YOR273C	chrxv	-	834451	836431	834451	836431	1	834451,	836431,	TPO4
591	YOR272W	chrxv	+	832812	834195	832812	834195	1	832812,	834195,	YTM1
591	YOR318C	chrxv	-	911783	912436	911783	912436	2	911783,912432,	912085,912436,	YOR318C
591	YOR306C	chrxv	-	889866	891432	889866	891432	1	889866,	891432,	MCH5
591	YOR269W	chrxv	+	826384	827869	826384	827869	1	826384,	827869,	PAC1
591	YOR256C	chrxv	-	808253	810683	808253	810683	1	808253,	810683,	TRE2
591	YOR258W	chrxv	+	811670	812324	811670	812324	1	811670,	812324,	HNT3
591	YOR274W	chrxv	+	837673	838960	837673	838960	1	837673,	838960,	MOD5
591	YOR313C	chrxv	-	901857	902874	901857	902874	1	901857,	902874,	SPS4
591	YOR304W	chrxv	+	884513	887876	884513	887876	1	884513,	887876,	ISW2
591	YOR253W	chrxv	+	804376	804907	804376	804907	1	804376,	804907,	NAT5
591	YOR296W	chrxv	+	870201	874071	870201	874071	1	870201,	874071,	YOR296W
591	YOR314W	chrxv	+	903042	903372	903042	903372	1	903042,	903372,	YOR314W
591	YOR304C-A	chrxv	-	888519	888750	888519	888750	1	888519,	888750,	BIL1
591	YOR263C	chrxv	-	818756	819164	818756	819164	1	818756,	819164,	YOR263C
591	YOR252W	chrxv	+	803666	804203	803666	804203	1	803666,	804203,	TMA16
591	YOR268C	chrxv	-	825533	825932	825533	825932	1	825533,	825932,	YOR268C
591	YOR270C	chrxv	-	828051	830574	828051	830574	1	828051,	830574,	VPH1
591	YOR281C	chrxv	-	846268	847129	846268	847129	1	846268,	847129,	PLP2
591	YOR254C	chrxv	-	805031	807023	805031	807023	1	805031,	807023,	SEC63
591	YOR312C	chrxv	-	900249	901194	900249	901194	2	900249,901193,	900767,901194,	RPL20B
591	YOR320C	chrxv	-	913618	915094	913618	915094	1	913618,	915094,	GNT1
591	YOR295W	chrxv	+	869207	869894	869207	869894	1	869207,	869894,	UAF30
591	YOR278W	chrxv	+	842816	843644	842816	843644	1	842816,	843644,	HEM4
591	YOR289W	chrxv	+	853356	854112	853356	854112	1	853356,	854112,	YOR289W
591	YOR245C	chrxv	-	794075	795332	794075	795332	1	794075,	795332,	DGA1
591	YOR277C	chrxv	-	841514	841823	841514	841823	1	841514,	841823,	YOR277C
591	YOR267C	chrxv	-	822587	824867	822587	824867	1	822587,	824867,	HRK1
591	YOR251C	chrxv	-	802549	803464	802549	803464	1	802549,	803464,	TUM1
591	YOR314W-A	chrxv	+	904457	904568	904457	904568	1	904457,	904568,	YOR314W-A
591	YOR293C-A	chrxv	-	867997	868147	867997	868147	1	867997,	868147,	YOR293C-A
591	YOR291W	chrxv	+	861174	865593	861174	865593	1	861174,	865593,	YPK9
591	YOR310C	chrxv	-	896824	898360	896824	898360	1	896824,	898360,	NOP58
591	YOR285W	chrxv	+	849634	850054	849634	850054	1	849634,	850054,	RDL1
591	YOR250C	chrxv	-	800969	802307	800969	802307	1	800969,	802307,	CLP1
591	YOR292C	chrxv	-	865652	866582	865652	866582	1	865652,	866582,	YOR292C
591	YOR307C	chrxv	-	892730	894092	892730	894092	1	892730,	894092,	SLY41
591	YOR279C	chrxv	-	843697	844630	843697	844630	1	843697,	844630,	RFM1
591	YOR255W	chrxv	+	807270	808107	807270	808107	1	807270,	808107,	OSW1
591	YOR241W	chrxv	+	786994	788641	786994	788641	1	786994,	788641,	MET7
591	YOR282W	chrxv	+	846999	847320	846999	847320	1	846999,	847320,	YOR282W
591	YOR315W	chrxv	+	904759	905800	904759	905800	1	904759,	905800,	SFG1
591	YOR316C-A	chrxv	-	907725	907935	907725	907935	1	907725,	907935,	YOR316C-A
591	YOR319W	chrxv	+	912821	913463	912821	913463	1	912821,	913463,	HSH49
591	YOR246C	chrxv	-	795800	796793	795800	796793	1	795800,	796793,	ENV9
591	YOR303W	chrxv	+	882898	884134	882898	884134	1	882898,	884134,	CPA1
591	YOR311C	chrxv	-	899055	899928	899055	899928	1	899055,	899928,	DGK1
591	YOR308C	chrxv	-	894623	896387	894623	896387	1	894623,	896387,	SNU66
591	YOR290C	chrxv	-	855146	860258	855146	860258	1	855146,	860258,	SNF2
591	YOR260W	chrxv	+	813983	815720	813983	815720	1	813983,	815720,	GCD1
591	YOR316C	chrxv	-	906235	907555	906235	907555	1	906235,	907555,	COT1
591	YOR271C	chrxv	-	831058	832042	831058	832042	1	831058,	832042,	FSF1
591	YOR299W	chrxv	+	878434	880675	878434	880675	1	878434,	880675,	BUD7
591	YOR249C	chrxv	-	798673	800731	798673	800731	1	798673,	800731,	APC5
591	YOR301W	chrxv	+	880964	882272	880964	882272	1	880964,	882272,	RAX1
591	YOR276W	chrxv	+	841332	841818	841332	841818	1	841332,	841818,	CAF20
591	YOR264W	chrxv	+	818865	820158	818865	820158	1	818865,	820158,	DSE3
591	YOR294W	chrxv	+	868339	868951	868339	868951	1	868339,	868951,	RRS1
591	YOR302W	chrxv	+	882764	882842	882764	882842	1	882764,	882842,	YOR302W
591	YOR242C	chrxv	-	788741	789857	788741	789857	1	788741,	789857,	SSP2
591	YOR275C	chrxv	-	839083	841069	839083	841069	1	839083,	841069,	RIM20
591	YOR248W	chrxv	+	798012	798315	798012	798315	1	798012,	798315,	YOR248W
591	YOR293W	chrxv	+	867097	867852	867097	867852	2	867097,867586,	867149,867852,	RPS10A
591	YOR283W	chrxv	+	847452	848145	847452	848145	1	847452,	848145,	YOR283W
591	YOR298W	chrxv	+	875598	877038	875598	877038	1	875598,	877038,	MUM3
591	YOR286W	chrxv	+	850279	850729	850279	850729	1	850279,	850729,	RDL2
591	YOR298C-A	chrxv	-	877229	877685	877229	877685	1	877229,	877685,	MBF1
591	YOR257W	chrxv	+	811007	811493	811007	811493	1	811007,	811493,	CDC31
591	YOR247W	chrxv	+	797675	798308	797675	798308	1	797675,	798308,	SRL1
591	YOR261C	chrxv	-	815914	816931	815914	816931	1	815914,	816931,	RPN8
591	YOR265W	chrxv	+	820453	820774	820453	820774	1	820453,	820774,	RBL2
591	YOR280C	chrxv	-	844991	845792	844991	845792	1	844991,	845792,	FSH3
591	YOR266W	chrxv	+	821022	822294	821022	822294	1	821022,	822294,	PNT1
591	YOR259C	chrxv	-	812394	813708	812394	813708	1	812394,	813708,	RPT4
591	YOR297C	chrxv	-	874742	875321	874742	875321	1	874742,	875321,	TIM18
591	YOR287C	chrxv	-	850936	851839	850936	851839	1	850936,	851839,	RRP36
591	YOR288C	chrxv	-	852120	853077	852120	853077	1	852120,	853077,	MPD1
591	YOR317W	chrxv	+	909342	911445	909342	911445	1	909342,	911445,	FAA1
592	YOR343W-A	chrxv	+	970577	971894	970577	971894	1	970577,	971894,	YOR343W-A_CDS
592	YOR375C	chrxv	-	1041677	1043042	1041677	1043042	1	1041677,	1043042,	GDH1
592	YOR348C	chrxv	-	986898	988782	986898	988782	1	986898,	988782,	PUT4
592	YOR376W	chrxv	+	1043190	1043559	1043190	1043559	1	1043190,	1043559,	YOR376W
592	YOR339C	chrxv	-	958361	958832	958361	958832	1	958361,	958832,	UBC11
592	YOR377W	chrxv	+	1046225	1047803	1046225	1047803	1	1046225,	1047803,	ATF1
592	YOR352W	chrxv	+	997212	998244	997212	998244	1	997212,	998244,	TFB6
592	YOR359W	chrxv	+	1011188	1012760	1011188	1012760	1	1011188,	1012760,	VTS1
592	YOR324C	chrxv	-	923231	925040	923231	925040	1	923231,	925040,	FRT1
592	YOR353C	chrxv	-	998452	1000828	998452	1000828	1	998452,	1000828,	SOG2
592	YOR363C	chrxv	-	1020221	1023212	1020221	1023212	1	1020221,	1023212,	PIP2
592	YOR334W	chrxv	+	944595	946008	944595	946008	1	944595,	946008,	MRS2
592	YOR329C	chrxv	-	936730	939349	936730	939349	1	936730,	939349,	SCD5
592	YOR358W	chrxv	+	1010160	1010889	1010160	1010889	1	1010160,	1010889,	HAP5
592	YOR322C	chrxv	-	918605	921062	918605	921062	1	918605,	921062,	LDB19
592	YOR341W	chrxv	+	960986	965981	960986	965981	1	960986,	965981,	RPA190
592	YOR354C	chrxv	-	1001146	1003225	1001146	1003225	1	1001146,	1003225,	MSC6
592	YOR323C	chrxv	-	921534	922905	921534	922905	1	921534,	922905,	PRO2
592	YOR362C	chrxv	-	1017879	1018746	1017879	1018746	1	1017879,	1018746,	PRE10
592	YOR349W	chrxv	+	989788	992833	989788	992833	1	989788,	992833,	CIN1
592	YOR372C	chrxv	-	1034806	1036471	1034806	1036471	1	1034806,	1036471,	NDD1
592	YOR335C	chrxv	-	946232	949109	946232	949109	1	946232,	949109,	ALA1
592	YOR376W-A	chrxv	+	1045195	1045351	1045195	1045351	1	1045195,	1045351,	YOR376W-A
592	YOR360C	chrxv	-	1013240	1014821	1013240	1014821	1	1013240,	1014821,	PDE2
592	YOR328W	chrxv	+	931802	936497	931802	936497	1	931802,	936497,	PDR10
592	YOR345C	chrxv	-	981811	982162	981811	982162	1	981811,	982162,	YOR345C
592	YOR346W	chrxv	+	981827	984785	981827	984785	1	981827,	984785,	REV1
592	YOR351C	chrxv	-	995017	996511	995017	996511	1	995017,	996511,	MEK1
592	YOR325W	chrxv	+	924576	925050	924576	925050	1	924576,	925050,	YOR325W
592	YOR332W	chrxv	+	943655	944357	943655	944357	1	943655,	944357,	VMA4
592	YOR369C	chrxv	-	1028193	1028625	1028193	1028625	1	1028193,	1028625,	RPS12
592	YOR355W	chrxv	+	1005136	1006705	1005136	1006705	1	1005136,	1006705,	GDS1
592	YOR340C	chrxv	-	959201	960182	959201	960182	1	959201,	960182,	RPA43
592	YOR342C	chrxv	-	966665	967625	966665	967625	1	966665,	967625,	YOR342C
592	YOR361C	chrxv	-	1015360	1017652	1015360	1017652	1	1015360,	1017652,	PRT1
592	YOR366W	chrxv	+	1025255	1025609	1025255	1025609	1	1025255,	1025609,	YOR366W
592	YOR373W	chrxv	+	1036833	1039389	1036833	1039389	1	1036833,	1039389,	NUD1
592	YOR374W	chrxv	+	1039839	1041399	1039839	1041399	1	1039839,	1041399,	ALD4
592	YOR327C	chrxv	-	930733	931081	930733	931081	1	930733,	931081,	SNC2
592	YOR356W	chrxv	+	1007220	1009116	1007220	1009116	1	1007220,	1009116,	CIR2
592	YOR344C	chrxv	-	977193	978069	977193	978069	1	977193,	978069,	TYE7
592	YOR338W	chrxv	+	956897	957989	956897	957989	1	956897,	957989,	YOR338W
592	YOR350C	chrxv	-	992863	994855	992863	994855	1	992863,	994855,	MNE1
592	YOR336W	chrxv	+	949772	953870	949772	953870	1	949772,	953870,	KRE5
592	YOR326W	chrxv	+	925720	930445	925720	930445	1	925720,	930445,	MYO2
592	YOR368W	chrxv	+	1026842	1028048	1026842	1028048	1	1026842,	1028048,	RAD17
592	YOR330C	chrxv	-	939620	943385	939620	943385	1	939620,	943385,	MIP1
592	YOR364W	chrxv	+	1023370	1023739	1023370	1023739	1	1023370,	1023739,	YOR364W
592	YOR333C	chrxv	-	944540	944957	944540	944957	1	944540,	944957,	YOR333C
592	YOR343C	chrxv	-	968147	968474	968147	968474	1	968147,	968474,	YOR343C
592	YOR347C	chrxv	-	984941	986462	984941	986462	1	984941,	986462,	PYK2
592	YOR370C	chrxv	-	1029182	1030994	1029182	1030994	1	1029182,	1030994,	MRS6
592	YOR335W-A	chrxv	+	946567	946648	946567	946648	1	946567,	946648,	YOR335W-A
592	YOR357C	chrxv	-	1009223	1009712	1009223	1009712	1	1009223,	1009712,	SNX3
592	YOR331C	chrxv	-	943564	944122	943564	944122	1	943564,	944122,	YOR331C
592	YOR337W	chrxv	+	954343	956623	954343	956623	1	954343,	956623,	TEA1
592	YOR329W-A	chrxv	+	939347	939557	939347	939557	1	939347,	939557,	YOR329W-A
592	YOR365C	chrxv	-	1023460	1025572	1023460	1025572	1	1023460,	1025572,	YOR365C
592	YOR371C	chrxv	-	1031488	1034182	1031488	1034182	1	1031488,	1034182,	GPB1
592	YOR367W	chrxv	+	1026006	1026609	1026006	1026609	1	1026006,	1026609,	SCP1
592	YOR343W-B	chrxv	+	970577	975891	970577	975891	2	970577,971872,	971871,975891,	YOR343W-B_CDS
593	YOR389W	chrxv	+	1074212	1076087	1074212	1076087	1	1074212,	1076087,	YOR389W
593	YOR381W-A	chrxv	+	1058422	1058590	1058422	1058590	1	1058422,	1058590,	YOR381W-A
593	YOR391C	chrxv	-	1078544	1079258	1078544	1079258	1	1078544,	1079258,	HSP33
593	YOR382W	chrxv	+	1059530	1059992	1059530	1059992	1	1059530,	1059992,	FIT2
593	YOR396W	chrxv	+	1085472	1090863	1085472	1090863	1	1085472,	1090863,	YRF1-8
593	YOR381W	chrxv	+	1055544	1057680	1055544	1057680	1	1055544,	1057680,	FRE3
593	YOR386W	chrxv	+	1066838	1068536	1066838	1068536	1	1066838,	1068536,	PHR1
593	YOR392W	chrxv	+	1079281	1079725	1079281	1079725	1	1079281,	1079725,	YOR392W
593	YOR388C	chrxv	-	1071792	1072923	1071792	1072923	1	1071792,	1072923,	FDH1
593	YOR385W	chrxv	+	1065042	1065915	1065042	1065915	1	1065042,	1065915,	YOR385W
593	YOR379C	chrxv	-	1050725	1051064	1050725	1051064	1	1050725,	1051064,	YOR379C
593	YOR393W	chrxv	+	1080275	1081589	1080275	1081589	1	1080275,	1081589,	ERR1
593	YOR380W	chrxv	+	1051289	1052930	1051289	1052930	1	1051289,	1052930,	RDR1
593	YOR396C-A	chrxv	-	1090014	1090497	1090014	1090497	1	1090014,	1090497,	YOR396C-A
593	YOR394W	chrxv	+	1082717	1083212	1082717	1083212	1	1082717,	1083212,	PAU21
593	YOR384W	chrxv	+	1061563	1063648	1061563	1063648	1	1061563,	1063648,	FRE5
593	YOR383C	chrxv	-	1060440	1061055	1060440	1061055	1	1060440,	1061055,	FIT3
593	YOR394C-A	chrxv	-	1084201	1084369	1084201	1084369	1	1084201,	1084369,	YOR394C-A
593	YOR390W	chrxv	+	1076783	1077911	1076783	1077911	1	1076783,	1077911,	FEX1
593	YOR378W	chrxv	+	1049510	1051058	1049510	1051058	1	1049510,	1051058,	AMF1
593	YOR387C	chrxv	-	1069620	1070241	1069620	1070241	1	1069620,	1070241,	YOR387C
73	YCR084C	chriii	-	260310	262452	260310	262452	1	260310,	262452,	TUP1
73	YCR009C	chriii	-	130744	131542	130744	131542	1	130744,	131542,	RVS161
585	YCL044C	chriii	-	47110	48364	47110	48364	1	47110,	48364,	MGR1
585	YCL018W	chriii	+	91323	92418	91323	92418	1	91323,	92418,	LEU2
585	YCL046W	chriii	+	46639	46963	46639	46963	1	46639,	46963,	YCL046W
585	YCL050C	chriii	-	37835	38801	37835	38801	1	37835,	38801,	APA1
585	YCL066W	chriii	+	13281	13809	13281	13809	1	13281,	13809,	HMLALPHA1
585	YCR005C	chriii	-	120945	122328	120945	122328	1	120945,	122328,	CIT2
585	YCL026C-A	chriii	-	74703	75285	74703	75285	1	74703,	75285,	FRM2
585	YCL026C-B	chriii	-	73404	73986	73404	73986	1	73404,	73986,	HBN1
585	YCL025C	chriii	-	76017	77919	76017	77919	1	76017,	77919,	AGP1
585	YCL039W	chriii	+	52644	54882	52644	54882	1	52644,	54882,	GID7
585	YCL058C	chriii	-	23522	23981	23522	23981	1	23522,	23981,	FYV5
585	YCL010C	chriii	-	103570	104350	103570	104350	1	103570,	104350,	SGF29
585	YCL019W	chriii	+	85101	90415	85101	90415	2	85101,86392,	86391,90415,	YCL019W_CDS
585	YCL057C-A	chriii	-	24031	24325	24031	24325	1	24031,	24325,	MIC10
585	YCL036W	chriii	+	59025	60726	59025	60726	1	59025,	60726,	GFD2
585	YCL048W	chriii	+	42164	43556	42164	43556	1	42164,	43556,	SPS22
585	YCL005W	chriii	+	108020	108791	108020	108791	1	108020,	108791,	LDB16
585	YCL061C	chriii	-	18815	22106	18815	22106	1	18815,	22106,	MRC1
585	YCL051W	chriii	+	35864	37616	35864	37616	1	35864,	37616,	LRE1
585	YCL059C	chriii	-	22428	23379	22428	23379	1	22428,	23379,	KRR1
585	YCL011C	chriii	-	102074	103358	102074	103358	1	102074,	103358,	GBP2
585	YCL024W	chriii	+	79161	82275	79161	82275	1	79161,	82275,	KCC4
585	YCL069W	chriii	+	9705	11082	9705	11082	1	9705,	11082,	VBA3
585	YCL064C	chriii	-	15797	16880	15797	16880	1	15797,	16880,	CHA1
585	YCR003W	chriii	+	118619	119171	118619	119171	1	118619,	119171,	MRPL32
585	YCL008C	chriii	-	105695	106853	105695	106853	1	105695,	106853,	STP22
585	YCL056C	chriii	-	26924	27359	26924	27359	1	26924,	27359,	PEX34
585	YCL040W	chriii	+	50837	52340	50837	52340	1	50837,	52340,	GLK1
585	YCL031C	chriii	-	64674	65568	64674	65568	1	64674,	65568,	RRP7
585	YCL023C	chriii	-	78948	79296	78948	79296	1	78948,	79296,	YCL023C
585	YCL016C	chriii	-	94620	95763	94620	95763	1	94620,	95763,	DCC1
585	YCL033C	chriii	-	62775	63282	62775	63282	1	62775,	63282,	MXR2
585	YCL076W	chriii	+	1391	2135	1391	2135	1	1391,	2135,	YCL076W
585	YCL067C	chriii	-	12385	13018	12385	13018	1	12385,	13018,	HMLALPHA2
585	YCR002C	chriii	-	117379	118348	117379	118348	1	117379,	118348,	CDC10
585	YCL047C	chriii	-	43660	44437	43660	44437	1	43660,	44437,	POF1
